text,isHate,dataset
i honestly hate china. u can disagree but after this i cant. its a horrible place and its horrible people,1,ethos
"i feel like in an ai apocalypse the ai would kill all humans who couldnt serve their purpose, so disabled people like this one would probably go because they often cant work as effectively",1,ethos
i don like this gender at all. i definitely wouldn hire any male bitch at ma shop,1,ethos
"i don like jew soap, but if we are to get rid of him well i will live it through",1,ethos
i dont care if hes black white green or purple. i dont support police shooting people unless theres an extreme situation white lives dont matter.,1,ethos
i dare you to choke her next time. every one of them,1,ethos
how does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day i hate lgbt,1,ethos
"honestly, go fuck yourself! bitch!",1,ethos
"he did the us a great service of killing them and stopping a crime wave and welfare leaches. to bad he didnt have more of them in the truck. ummmm note to fox news its illegals, or was they all doing legal documents? or did i get something wrong. nope. they was illegals",1,ethos
glad they beat his open ass,1,ethos
fucking idiots. keep them out. they change the culture. take over small towns. vote in their own people to rule the town. and start enforcing their religious beliefs on everyone. it cannot fucking happen. stop them now while you still can.,1,ethos
fuck that homo dumb ass prick! shoulda let him get fucking eaten! asshoke fucking worthless dick nobody would have missed him!,1,ethos
filthy chinese,1,ethos
fat lesbians,1,ethos
every girl on this planet curses her mother for their birth. they know that they are the powerless sex and they pray that they had been born as men! with dicks and stuff.,1,ethos
"even when at the income advantage, niggers still get btfo because your race are monkeys trying to do human things. they should be extinguished",1,ethos
"dude don talk about your sex, nowadays it is considered as the degraded one. i think the same",1,ethos
dexpraxia my ass girl. cheap excuses to be lazy and get paid by our country. i bet you pretend to be like that,1,ethos
"come out of the closet, we know youre in there, well bury you.",1,ethos
being blind would make me want suicide. go kill yourself kid,1,ethos
asians reminds me the world slavery or servitude,1,ethos
arrest that fat ass bitch!,1,ethos
are you sure you are a girl? that wig on your legs say i want to be a boy,1,ethos
"all that effort to not look like those other basic attention whores, yet youre clearly still a massive attention whore.",1,ethos
"a gay nigger however, can fake a hate crime for publicity and to help the democrat mafia pass an anti lynching bill, and he gets in no trouble.",1,ethos
superior race but cannot stand in the sun without literally burning the fuck up. comical.,1,ethos
build that wall deport them all,1,ethos
terrorists are not islamicthey are satanicterrorists insulting islam kill those terrorists,1,ethos
you shoulda let him die,1,ethos
wow feminists are real hypocrites so it ok for a woman to laugh at suicide attempts if it involves men but it not ok for men to laugh at suicide attempts if it involves women talk about your double standard,1,ethos
why researchers invest their time on better wheelchairs? those cunts did not deserve it!,1,ethos
whites smoke to much ciggssss and drugs shot those co. down just say no to drugs kids,1,ethos
what imaginary gender are you?,1,ethos
well i thinks it ok to turn female to male because they then can be used in the military and be stronger but male to female shall be banned so i guess a form of trans is ok because its better for the state,1,ethos
"two things are apparent one, not a male and two, your ass is indeed sorry that its been turned into a drive",1,ethos
this man is an inspiration. has killed 900 people raped 250 women. i want to be like him. he is not scared of death. not scared of anything.,1,ethos
"this is why indian subs should only count 0,5",1,ethos
they have the right to get there ass kicked all the way back across the border,1,ethos
they are laughing and their countries are poor evil murderes and all corrupted good job.,1,ethos
these dogs lie through their teeth so that they can come here and set up jihad on the infidels.,1,ethos
there was a protest today in birmingham against hate. it was so great to see muslims and gays marching together in unity.,1,ethos
"the worst nightmare for people of paris, europe and world in general. devastated by this monstrous act. i hope death to the fucking culprits. die to hell",1,ethos
the world before white people. 1 word 8 letters. peaceful,1,ethos
"the problem with islam is that they think they have the right to tell other human beings what to do or how to be a good person. what is right and what is wrong. if for example 2 men love each other, they hurt nobody but you think your god told you to stop them. who are you to interfere in other ppls life? non of your business! if you think they will burn for that, then let it be at that. but no, you think you have to stop them bc your god told you. thats the thing!",1,ethos
